hex_id,Edu_PT,Edu_Cy,Edu_Wa,Edu_Ca,Edu_To,Emp_PT,Emp_Cy,Emp_Wa,Emp_Ca,Emp_To,Hth_PT,Hth_Cy,Hth_Wa,Hth_Ca,Hth_To,HSt_PT,HSt_Cy,HSt_Wa,HSt_Ca,HSt_To,All_PT,All_Cy,All_Wa,All_Ca,All_To,Edu_PT_100,Edu_Cy_100,Edu_Wa_100,Edu_Ca_100,Edu_To_100,Emp_PT_100,Emp_Cy_100,Emp_Wa_100,Emp_Ca_100,Emp_To_100,Hth_PT_100,Hth_Cy_100,Hth_Wa_100,Hth_Ca_100,Hth_To_100,HSt_PT_100,HSt_Cy_100,HSt_Wa_100,HSt_Ca_100,HSt_To_100,All_PT_100,All_Cy_100,All_Wa_100,All_Ca_100,All_To_100
SV00129,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
SV00126,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
SV00136,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
SV00134,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
SV00128,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
SV00125,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
SV00135,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
SV00141,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
SV00137,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
SV00150,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
SV00149,21.65,2.0,2.0,2.0,16.43,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16.68,2.0,2.0,2.0,12.99,3.0,2.0,2.0,50.0,2.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,3.0,2.0,2.0,50.0,2.0
SV00148,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
SV00147,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,1.0,2.0,3.0,14.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,4.0,2.0,50.0,2.0,2.0,2.0,2.0,50.0,1.0
